Date,Time,SatCount,GPS,GSpd(knots),Hdg(@),Alt(m),Vspd(m/s),Dist(m),Strm(m/s),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(@),Roll(@),Yaw(@),FM,VFR
2026-04-04,14:00:03.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.31,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:03.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.31,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:03.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.31,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:04.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.31,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:04.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.31,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:04.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.31,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:04.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.31,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:04.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.31,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:05.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:05.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:05.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:05.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:05.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:06.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:06.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:06.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:06.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:06.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:07.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:07.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:07.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:07.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:07.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:08.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:08.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:08.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:08.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:08.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:09.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:09.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:09.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:09.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:09.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:10.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:10.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:10.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:10.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:10.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:11.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:11.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:11.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:11.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:11.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:12.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:12.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:12.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:12.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:12.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:13.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:13.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:13.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:13.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:13.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:14.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:14.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:14.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:14.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:14.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-64,-67,99,10,0,2,25,-64,100,10,4.30,0.0,0,100,0.0,0.0,0.0,STAB,1
2026-04-04,14:00:15.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,0.0,20.0,0.0,STAB,1
2026-04-04,14:00:15.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,1.5,20.0,2.0,STAB,1
2026-04-04,14:00:15.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,3.0,19.8,4.0,STAB,1
2026-04-04,14:00:15.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,4.4,19.6,6.0,STAB,1
2026-04-04,14:00:15.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,5.8,19.2,8.0,STAB,1
2026-04-04,14:00:16.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.30,0.0,0,100,7.2,18.8,10.0,STAB,1
2026-04-04,14:00:16.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,8.5,18.3,12.0,STAB,1
2026-04-04,14:00:16.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,9.7,17.6,14.0,STAB,1
2026-04-04,14:00:16.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,10.8,16.9,16.0,STAB,1
2026-04-04,14:00:16.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,11.7,16.2,18.0,STAB,1
2026-04-04,14:00:17.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,12.6,15.3,20.0,STAB,1
2026-04-04,14:00:17.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,13.4,14.4,22.0,STAB,1
2026-04-04,14:00:17.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,14.0,13.3,24.0,STAB,1
2026-04-04,14:00:17.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,14.5,12.3,26.0,STAB,1
2026-04-04,14:00:17.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,14.8,11.1,28.0,STAB,1
2026-04-04,14:00:18.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,15.0,10.0,30.0,STAB,1
2026-04-04,14:00:18.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.29,0.0,0,100,15.0,8.7,32.0,STAB,1
2026-04-04,14:00:18.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,14.9,7.4,34.0,STAB,1
2026-04-04,14:00:18.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,14.6,6.1,36.0,STAB,1
2026-04-04,14:00:18.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,14.2,4.8,38.0,STAB,1
2026-04-04,14:00:19.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,13.6,3.4,40.0,STAB,1
2026-04-04,14:00:19.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,12.9,2.0,42.0,STAB,1
2026-04-04,14:00:19.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,12.1,0.6,44.0,STAB,1
2026-04-04,14:00:19.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,11.2,-0.8,46.0,STAB,1
2026-04-04,14:00:19.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,10.1,-2.2,48.0,STAB,1
2026-04-04,14:00:20.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,9.0,-3.6,50.0,STAB,1
2026-04-04,14:00:20.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,7.7,-4.9,52.0,STAB,1
2026-04-04,14:00:20.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,6.4,-6.3,54.0,STAB,1
2026-04-04,14:00:20.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.28,0.0,0,100,5.0,-7.6,56.0,STAB,1
2026-04-04,14:00:20.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,3.6,-8.9,58.0,STAB,1
2026-04-04,14:00:21.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,2.1,-10.1,60.0,STAB,1
2026-04-04,14:00:21.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,0.6,-11.3,62.0,STAB,1
2026-04-04,14:00:21.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,-0.9,-12.4,64.0,STAB,1
2026-04-04,14:00:21.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,-2.4,-13.5,66.0,STAB,1
2026-04-04,14:00:21.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,-3.8,-14.5,68.0,STAB,1
2026-04-04,14:00:22.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,-5.3,-15.4,70.0,STAB,1
2026-04-04,14:00:22.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,-6.6,-16.3,72.0,STAB,1
2026-04-04,14:00:22.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,-7.9,-17.0,74.0,STAB,1
2026-04-04,14:00:22.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,-9.2,-17.7,76.0,STAB,1
2026-04-04,14:00:22.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.27,0.0,0,100,-10.3,-18.3,78.0,STAB,1
2026-04-04,14:00:23.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-11.4,-18.8,80.0,STAB,1
2026-04-04,14:00:23.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-12.3,-19.3,82.0,STAB,1
2026-04-04,14:00:23.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-13.1,-19.6,84.0,STAB,1
2026-04-04,14:00:23.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-13.7,-19.8,86.0,STAB,1
2026-04-04,14:00:23.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-14.3,-20.0,88.0,STAB,1
2026-04-04,14:00:24.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-14.7,-20.0,90.0,STAB,1
2026-04-04,14:00:24.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-14.9,-19.9,92.0,STAB,1
2026-04-04,14:00:24.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-15.0,-19.8,94.0,STAB,1
2026-04-04,14:00:24.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-14.9,-19.5,96.0,STAB,1
2026-04-04,14:00:24.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-14.7,-19.2,98.0,STAB,1
2026-04-04,14:00:25.000,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.26,0.0,0,100,-14.4,-18.7,100.0,STAB,1
2026-04-04,14:00:25.200,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.25,0.0,0,100,-13.9,-18.2,102.0,STAB,1
2026-04-04,14:00:25.400,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.25,0.0,0,100,-13.3,-17.6,104.0,STAB,1
2026-04-04,14:00:25.600,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.25,0.0,0,100,-12.5,-16.9,106.0,STAB,1
2026-04-04,14:00:25.800,0,0.000000 0.000000,0.0,0.0,0.0,0.0,0.0,0.0,-65,-68,98,10,0,2,25,-65,100,10,4.25,0.0,0,100,-11.6,-16.1,108.0,STAB,1
